CATEGORIA;CLASE;SUBCATEGORIA;SUBCATEGORIA2;TIPO DOCUMENTO;LECTURA;ESCRITURA;
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);ESPECIALIDADES URBANIZACIÓN CASAS;BASURA-SEREMI;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);ESPECIALIDADES URBANIZACIÓN CASAS;ESTUDIO LUMÍNICO;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);ESPECIALIDADES URBANIZACIÓN CASAS;PAISAJISMO Y RIEGO;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);MODELO BIM;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);MATRIZ DPTOS;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);MATRIZ EECC;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);MATRIZ TÉCNICA;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);MATRIZ COMPLEMENTARIA;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);MODIFICACIÓN DPTOS;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS ARQUITECTURA-ODI;VERSIÓN OBRA (ARQ 8);ASBUILT ARQUITECTURA;;;INMOB, ARQ,TEC,CONS, CLI;ARQ
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);EVALUACIÓN COSTO COMPRA;;;INMOB, ARQ,TEC,CONS;INMOB, CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);CARTA GANTT CONSTRUCCIÓN;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);PRESUPUESTO DETALLADO;;;INMOB, ARQ,TEC,CONS;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);CONTRATO DE OBRA;;;INMOB, ARQ,TEC,CONS, LEG;INMOB, CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);COSTOS;CONTROL COSTOS EN LÍNEA;;INMOB, ARQ,TEC,CONS;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);COSTOS;VERSIONES DE COSTOS;;INMOB, ARQ,TEC,CONS;CONS
